Date,SKU,Category,Price,Sales,Stock,Promotion
2025-02-08,SKU001,Beverages,25.11,167,333,1
2025-02-09,SKU001,Beverages,26.73,126,374,0
2025-02-10,SKU001,Beverages,24.29,97,403,0
2025-02-11,SKU001,Beverages,24.81,138,362,1
2025-02-12,SKU001,Beverages,26.26,110,390,0
2025-02-13,SKU001,Beverages,24.56,123,377,0
2025-02-14,SKU001,Beverages,24.63,137,363,0
2025-02-15,SKU001,Beverages,25.7,152,348,1
2025-02-16,SKU001,Beverages,25.22,142,358,0
2025-02-17,SKU001,Beverages,24.51,108,392,0
2025-02-18,SKU001,Beverages,24.46,166,334,1
2025-02-19,SKU001,Beverages,26.11,138,362,0
2025-02-20,SKU001,Beverages,25.45,97,403,0
2025-02-21,SKU001,Beverages,25.78,130,370,0
2025-02-22,SKU001,Beverages,24.83,133,367,0
2025-02-23,SKU001,Beverages,26.75,102,398,0
2025-02-24,SKU001,Beverages,24.38,122,378,0
2025-02-25,SKU001,Beverages,25.0,108,392,0
2025-02-26,SKU001,Beverages,26.71,126,374,0
2025-02-27,SKU001,Beverages,24.38,133,367,0
2025-02-28,SKU001,Beverages,26.1,172,328,1
2025-03-01,SKU001,Beverages,26.23,138,362,0
2025-03-02,SKU001,Beverages,26.11,146,354,1
2025-03-03,SKU001,Beverages,25.76,161,339,1
2025-03-04,SKU001,Beverages,25.9,104,396,0
2025-03-05,SKU001,Beverages,25.25,134,366,0
2025-03-06,SKU001,Beverages,24.23,125,375,0
2025-03-07,SKU001,Beverages,24.79,124,376,0
2025-03-08,SKU001,Beverages,26.27,117,383,0
2025-03-09,SKU001,Beverages,24.38,139,361,0
2025-03-10,SKU001,Beverages,25.66,157,343,1
2025-03-11,SKU001,Beverages,25.55,105,395,0
2025-03-12,SKU001,Beverages,25.58,134,366,1
2025-03-13,SKU001,Beverages,24.26,122,378,0
2025-03-14,SKU001,Beverages,25.81,112,388,0
2025-03-15,SKU001,Beverages,26.54,128,372,0
2025-03-16,SKU001,Beverages,25.6,100,400,0
2025-03-17,SKU001,Beverages,26.54,128,372,0
2025-03-18,SKU001,Beverages,25.15,118,382,0
2025-03-19,SKU001,Beverages,26.45,119,381,0
2025-03-20,SKU001,Beverages,24.41,99,401,0
2025-03-21,SKU001,Beverages,26.38,129,371,0
2025-03-22,SKU001,Beverages,24.41,115,385,0
2025-03-23,SKU001,Beverages,26.33,143,357,0
2025-03-24,SKU001,Beverages,26.47,163,337,1
2025-03-25,SKU001,Beverages,24.74,132,368,0
2025-03-26,SKU001,Beverages,24.57,110,390,0
2025-03-27,SKU001,Beverages,24.51,134,366,0
2025-03-28,SKU001,Beverages,26.49,120,380,0
2025-03-29,SKU001,Beverages,24.23,140,360,1
2025-03-30,SKU001,Beverages,24.49,133,367,0
2025-03-31,SKU001,Beverages,25.23,130,370,0
2025-04-01,SKU001,Beverages,26.71,102,398,0
2025-04-02,SKU001,Beverages,25.43,98,402,0
2025-04-03,SKU001,Beverages,24.24,126,374,0
2025-04-04,SKU001,Beverages,26.73,123,377,0
2025-04-05,SKU001,Beverages,24.81,164,336,1
2025-04-06,SKU001,Beverages,24.84,105,395,0
2025-04-07,SKU001,Beverages,26.41,105,395,0
2025-04-08,SKU001,Beverages,24.23,131,369,0
2025-04-09,SKU001,Beverages,25.76,110,390,0
2025-04-10,SKU001,Beverages,24.64,133,367,0
2025-04-11,SKU001,Beverages,26.26,108,392,0
2025-04-12,SKU001,Beverages,25.29,132,368,0
2025-04-13,SKU001,Beverages,24.46,124,376,0
2025-04-14,SKU001,Beverages,26.67,115,385,0
2025-04-15,SKU001,Beverages,24.86,99,401,0
2025-04-16,SKU001,Beverages,24.86,129,371,0
2025-04-17,SKU001,Beverages,24.96,110,390,0
2025-04-18,SKU001,Beverages,25.94,104,396,0
2025-04-19,SKU001,Beverages,25.32,121,379,0
2025-04-20,SKU001,Beverages,24.25,130,370,0
2025-04-21,SKU001,Beverages,26.77,122,378,0
2025-04-22,SKU001,Beverages,26.12,104,396,0
2025-04-23,SKU001,Beverages,24.92,129,371,0
2025-04-24,SKU001,Beverages,26.51,138,362,0
2025-04-25,SKU001,Beverages,25.82,132,368,0
2025-04-26,SKU001,Beverages,25.95,128,372,0
2025-04-27,SKU001,Beverages,25.69,109,391,0
2025-04-28,SKU001,Beverages,24.4,142,358,0
2025-04-29,SKU001,Beverages,26.29,103,397,0
2025-04-30,SKU001,Beverages,25.6,136,364,0
2025-05-01,SKU001,Beverages,25.68,104,396,0
2025-05-02,SKU001,Beverages,24.61,117,383,0
2025-05-03,SKU001,Beverages,25.5,98,402,0
2025-05-04,SKU001,Beverages,25.56,173,327,1
2025-05-05,SKU001,Beverages,26.35,140,360,0
2025-05-06,SKU001,Beverages,26.54,144,356,1
2025-05-07,SKU001,Beverages,25.06,96,404,0
2025-05-08,SKU001,Beverages,25.39,106,394,0
2025-05-09,SKU001,Beverages,24.31,118,382,0
2025-05-10,SKU001,Beverages,24.69,103,397,0
2025-05-11,SKU001,Beverages,25.19,139,361,0
2025-05-12,SKU001,Beverages,24.69,163,337,1
2025-05-13,SKU001,Beverages,25.23,97,403,0
2025-05-14,SKU001,Beverages,24.76,132,368,0
2025-05-15,SKU001,Beverages,24.84,128,372,0
2025-05-16,SKU001,Beverages,25.98,176,324,1
2025-05-17,SKU001,Beverages,24.82,126,374,0
2025-05-18,SKU001,Beverages,25.5,99,401,0
2025-05-19,SKU001,Beverages,24.57,100,400,0
2025-05-20,SKU001,Beverages,26.74,117,383,0
2025-05-21,SKU001,Beverages,24.73,132,368,1
2025-05-22,SKU001,Beverages,25.64,113,387,0
2025-05-23,SKU001,Beverages,26.48,115,385,0
2025-05-24,SKU001,Beverages,24.43,123,377,0
2025-05-25,SKU001,Beverages,26.61,128,372,0
2025-05-26,SKU001,Beverages,25.75,115,385,0
2025-05-27,SKU001,Beverages,24.41,123,377,0
2025-05-28,SKU001,Beverages,24.24,128,372,0
2025-05-29,SKU001,Beverages,26.34,138,362,1
2025-05-30,SKU001,Beverages,26.75,137,363,1
2025-05-31,SKU001,Beverages,25.53,109,391,0
2025-06-01,SKU001,Beverages,24.73,107,393,0
2025-06-02,SKU001,Beverages,24.96,138,362,0
2025-06-03,SKU001,Beverages,24.75,120,380,0
2025-06-04,SKU001,Beverages,26.17,133,367,1
2025-06-05,SKU001,Beverages,26.05,118,382,0
2025-06-06,SKU001,Beverages,24.86,141,359,0
2025-06-07,SKU001,Beverages,25.39,108,392,0
2025-06-08,SKU001,Beverages,24.51,97,403,0
2025-06-09,SKU001,Beverages,25.25,107,393,0
2025-06-10,SKU001,Beverages,24.4,139,361,0
2025-06-11,SKU001,Beverages,26.11,126,374,0
2025-06-12,SKU001,Beverages,26.29,99,401,0
2025-06-13,SKU001,Beverages,24.37,125,375,0
2025-06-14,SKU001,Beverages,26.11,162,338,1
2025-06-15,SKU001,Beverages,24.36,115,385,0
2025-06-16,SKU001,Beverages,24.84,166,334,1
2025-06-17,SKU001,Beverages,26.03,121,379,0
2025-06-18,SKU001,Beverages,25.73,105,395,0
2025-06-19,SKU001,Beverages,26.11,119,381,0
2025-06-20,SKU001,Beverages,25.7,123,377,0
2025-06-21,SKU001,Beverages,25.54,100,400,0
2025-06-22,SKU001,Beverages,24.33,111,389,0
2025-06-23,SKU001,Beverages,26.01,132,368,0
2025-06-24,SKU001,Beverages,25.43,104,396,0
2025-06-25,SKU001,Beverages,26.69,129,371,0
2025-06-26,SKU001,Beverages,25.46,135,365,1
2025-06-27,SKU001,Beverages,25.79,140,360,0
2025-06-28,SKU001,Beverages,26.64,130,370,1
2025-06-29,SKU001,Beverages,25.11,116,384,0
2025-06-30,SKU001,Beverages,26.69,141,359,0
2025-07-01,SKU001,Beverages,24.45,128,372,0
2025-07-02,SKU001,Beverages,24.84,129,371,1
2025-07-03,SKU001,Beverages,26.14,123,377,0
2025-07-04,SKU001,Beverages,25.7,165,335,1
2025-07-05,SKU001,Beverages,25.21,141,359,0
2025-07-06,SKU001,Beverages,25.15,135,365,0
2025-07-07,SKU001,Beverages,25.94,135,365,0
2025-07-08,SKU001,Beverages,26.31,111,389,0
2025-07-09,SKU001,Beverages,24.95,164,336,1
2025-07-10,SKU001,Beverages,25.13,123,377,0
2025-07-11,SKU001,Beverages,25.13,165,335,1
2025-07-12,SKU001,Beverages,26.61,141,359,0
2025-07-13,SKU001,Beverages,25.92,142,358,0
2025-07-14,SKU001,Beverages,25.36,169,331,1
2025-07-15,SKU001,Beverages,26.67,136,364,0
2025-07-16,SKU001,Beverages,25.82,113,387,0
2025-07-17,SKU001,Beverages,26.59,130,370,0
2025-07-18,SKU001,Beverages,24.82,96,404,0
2025-07-19,SKU001,Beverages,24.74,134,366,0
2025-07-20,SKU001,Beverages,24.66,137,363,0
2025-07-21,SKU001,Beverages,25.13,133,367,0
2025-07-22,SKU001,Beverages,25.07,119,381,0
2025-07-23,SKU001,Beverages,26.2,112,388,0
2025-07-24,SKU001,Beverages,24.51,96,404,0
2025-07-25,SKU001,Beverages,25.6,98,402,0
2025-07-26,SKU001,Beverages,24.76,101,399,0
2025-07-27,SKU001,Beverages,24.54,115,385,0
2025-07-28,SKU001,Beverages,24.47,158,342,1
2025-07-29,SKU001,Beverages,26.59,99,401,0
2025-07-30,SKU001,Beverages,25.35,119,381,0
2025-07-31,SKU001,Beverages,26.05,121,379,0
2025-08-01,SKU001,Beverages,25.41,107,393,0
2025-08-02,SKU001,Beverages,25.28,132,368,0
2025-08-03,SKU001,Beverages,25.41,128,372,1
2025-08-04,SKU001,Beverages,26.77,151,349,1
2025-08-05,SKU001,Beverages,25.46,125,375,0
2025-08-06,SKU001,Beverages,26.22,136,364,0
2025-08-07,SKU001,Beverages,26.28,142,358,0
2025-08-08,SKU001,Beverages,24.24,99,401,0
2025-08-09,SKU001,Beverages,25.75,113,387,0
2025-08-10,SKU001,Beverages,24.58,127,373,0
2025-08-11,SKU001,Beverages,25.35,112,388,0
2025-08-12,SKU001,Beverages,24.78,128,372,0
2025-08-13,SKU001,Beverages,24.42,135,365,0
2025-08-14,SKU001,Beverages,25.65,110,390,0
2025-08-15,SKU001,Beverages,25.45,120,380,0
2025-08-16,SKU001,Beverages,24.36,96,404,0
2025-08-17,SKU001,Beverages,24.65,132,368,1
2025-08-18,SKU001,Beverages,24.44,125,375,0
2025-08-19,SKU001,Beverages,24.73,97,403,0
2025-08-20,SKU001,Beverages,24.46,116,384,0
2025-08-21,SKU001,Beverages,25.24,141,359,0
2025-08-22,SKU001,Beverages,24.84,139,361,1
2025-08-23,SKU001,Beverages,26.31,142,358,0
2025-08-24,SKU001,Beverages,25.57,182,318,1
2025-08-25,SKU001,Beverages,26.18,116,384,0
2025-08-26,SKU001,Beverages,26.57,115,385,0
2025-08-27,SKU001,Beverages,24.56,173,327,1
2025-08-28,SKU001,Beverages,26.49,114,386,0
2025-08-29,SKU001,Beverages,24.57,120,380,0
2025-08-30,SKU001,Beverages,25.35,98,402,0
2025-08-31,SKU001,Beverages,24.71,128,372,0
2025-09-01,SKU001,Beverages,24.42,101,399,0
2025-09-02,SKU001,Beverages,25.58,119,381,0
2025-09-03,SKU001,Beverages,24.33,119,381,0
2025-09-04,SKU001,Beverages,24.67,143,357,0
2025-09-05,SKU001,Beverages,25.36,108,392,0
2025-09-06,SKU001,Beverages,24.42,102,398,0
2025-09-07,SKU001,Beverages,24.32,179,321,1
2025-09-08,SKU001,Beverages,26.35,102,398,0
2025-09-09,SKU001,Beverages,24.53,106,394,0
2025-09-10,SKU001,Beverages,25.92,101,399,0
2025-09-11,SKU001,Beverages,26.37,130,370,0
2025-09-12,SKU001,Beverages,25.67,134,366,1
2025-09-13,SKU001,Beverages,24.6,99,401,0
2025-09-14,SKU001,Beverages,25.58,163,337,1
2025-09-15,SKU001,Beverages,25.16,107,393,0
2025-09-16,SKU001,Beverages,24.64,131,369,0
2025-09-17,SKU001,Beverages,26.03,107,393,0
2025-09-18,SKU001,Beverages,24.54,143,357,0
2025-09-19,SKU001,Beverages,25.28,105,395,0
2025-09-20,SKU001,Beverages,24.73,96,404,0
2025-09-21,SKU001,Beverages,25.51,134,366,0
2025-09-22,SKU001,Beverages,26.04,104,396,0
2025-09-23,SKU001,Beverages,24.39,162,338,1
2025-09-24,SKU001,Beverages,24.76,129,371,0
2025-09-25,SKU001,Beverages,25.37,164,336,1
2025-09-26,SKU001,Beverages,24.91,127,373,1
2025-09-27,SKU001,Beverages,25.28,131,369,0
2025-09-28,SKU001,Beverages,26.75,149,351,1
2025-09-29,SKU001,Beverages,25.78,142,358,0
2025-09-30,SKU001,Beverages,24.55,151,349,1
2025-10-01,SKU001,Beverages,25.23,145,355,1
2025-10-02,SKU001,Beverages,24.72,130,370,1
2025-10-03,SKU001,Beverages,26.72,125,375,1
2025-10-04,SKU001,Beverages,26.71,137,363,0
2025-10-05,SKU001,Beverages,24.92,97,403,0
2025-10-06,SKU001,Beverages,25.64,136,364,1
2025-10-07,SKU001,Beverages,25.34,115,385,0
2025-10-08,SKU001,Beverages,26.6,123,377,0
2025-10-09,SKU001,Beverages,25.72,99,401,0
2025-10-10,SKU001,Beverages,26.52,141,359,1
2025-10-11,SKU001,Beverages,24.57,154,346,1
2025-10-12,SKU001,Beverages,25.31,103,397,0
2025-10-13,SKU001,Beverages,24.46,165,335,1
2025-10-14,SKU001,Beverages,26.18,138,362,0
2025-10-15,SKU001,Beverages,26.55,143,357,0
2025-10-16,SKU001,Beverages,25.31,141,359,1
2025-10-17,SKU001,Beverages,24.57,155,345,1
2025-10-18,SKU001,Beverages,26.34,144,356,1
2025-10-19,SKU001,Beverages,26.12,108,392,0
2025-10-20,SKU001,Beverages,25.94,121,379,0
2025-10-21,SKU001,Beverages,24.37,133,367,1
2025-10-22,SKU001,Beverages,26.76,102,398,0
2025-10-23,SKU001,Beverages,25.42,126,374,1
2025-10-24,SKU001,Beverages,25.35,97,403,0
2025-10-25,SKU001,Beverages,26.21,137,363,0
2025-10-26,SKU001,Beverages,25.22,137,363,0
2025-10-27,SKU001,Beverages,25.75,109,391,0
2025-10-28,SKU001,Beverages,25.56,170,330,1
2025-10-29,SKU001,Beverages,26.04,113,387,0
2025-10-30,SKU001,Beverages,26.4,173,327,1
2025-10-31,SKU001,Beverages,24.41,119,381,0
2025-11-01,SKU001,Beverages,25.42,165,335,1
2025-11-02,SKU001,Beverages,25.49,102,398,0
2025-11-03,SKU001,Beverages,25.27,101,399,0
2025-11-04,SKU001,Beverages,26.63,128,372,1
2025-11-05,SKU001,Beverages,26.0,129,371,0
2025-11-06,SKU001,Beverages,25.56,127,373,0
2025-11-07,SKU001,Beverages,25.49,136,364,0
2025-11-08,SKU001,Beverages,26.18,117,383,0
2025-11-09,SKU001,Beverages,26.34,116,384,0
2025-11-10,SKU001,Beverages,26.77,139,361,1
2025-11-11,SKU001,Beverages,25.63,161,339,1
2025-11-12,SKU001,Beverages,25.82,103,397,0
2025-11-13,SKU001,Beverages,24.97,125,375,0
2025-11-14,SKU001,Beverages,25.58,99,401,0
2025-11-15,SKU001,Beverages,25.11,112,388,0
2025-11-16,SKU001,Beverages,24.49,98,402,0
2025-11-17,SKU001,Beverages,26.19,104,396,0
2025-11-18,SKU001,Beverages,26.0,101,399,0
2025-11-19,SKU001,Beverages,24.88,108,392,0
2025-11-20,SKU001,Beverages,25.34,149,351,1
2025-11-21,SKU001,Beverages,25.4,130,370,0
2025-11-22,SKU001,Beverages,24.5,119,381,0
2025-11-23,SKU001,Beverages,25.23,129,371,0
2025-11-24,SKU001,Beverages,26.34,108,392,0
2025-11-25,SKU001,Beverages,26.75,143,357,1
2025-11-26,SKU001,Beverages,25.54,108,392,0
2025-11-27,SKU001,Beverages,25.18,103,397,0
2025-11-28,SKU001,Beverages,24.49,138,362,1
2025-11-29,SKU001,Beverages,25.68,119,381,0
2025-11-30,SKU001,Beverages,25.05,118,382,0
2025-12-01,SKU001,Beverages,24.3,139,361,0
2025-12-02,SKU001,Beverages,25.4,181,319,1
2025-12-03,SKU001,Beverages,25.65,127,373,0
2025-12-04,SKU001,Beverages,24.32,129,371,0
2025-12-05,SKU001,Beverages,25.42,140,360,0
2025-12-06,SKU001,Beverages,24.58,120,380,0
2025-12-07,SKU001,Beverages,24.66,110,390,0
2025-12-08,SKU001,Beverages,25.07,137,363,0
2025-12-09,SKU001,Beverages,25.96,128,372,0
2025-12-10,SKU001,Beverages,24.24,111,389,0
2025-12-11,SKU001,Beverages,24.87,141,359,0
2025-12-12,SKU001,Beverages,25.98,101,399,0
2025-12-13,SKU001,Beverages,26.03,108,392,0
2025-12-14,SKU001,Beverages,26.23,107,393,0
2025-12-15,SKU001,Beverages,26.16,136,364,0
2025-12-16,SKU001,Beverages,26.4,134,366,0
2025-12-17,SKU001,Beverages,24.29,131,369,0
2025-12-18,SKU001,Beverages,26.16,141,359,0
2025-12-19,SKU001,Beverages,26.67,100,400,0
2025-12-20,SKU001,Beverages,25.82,115,385,0
2025-12-21,SKU001,Beverages,24.97,125,375,0
2025-12-22,SKU001,Beverages,26.33,177,323,1
2025-12-23,SKU001,Beverages,26.66,107,393,0
2025-12-24,SKU001,Beverages,24.96,141,359,0
2025-12-25,SKU001,Beverages,26.21,106,394,0
2025-12-26,SKU001,Beverages,26.01,116,384,0
2025-12-27,SKU001,Beverages,26.36,99,401,0
2025-12-28,SKU001,Beverages,24.54,113,387,0
2025-12-29,SKU001,Beverages,25.09,131,369,1
2025-12-30,SKU001,Beverages,24.46,176,324,1
2025-12-31,SKU001,Beverages,25.74,111,389,0
