Date,SKU,Category,Price,Sales,Stock,Promotion
2025-03-24,SKU003,Personal Care,71.55,49,101,0
2025-03-25,SKU003,Personal Care,77.74,59,91,0
2025-03-26,SKU003,Personal Care,78.43,40,110,0
2025-03-27,SKU003,Personal Care,73.5,41,109,0
2025-03-28,SKU003,Personal Care,76.37,44,106,0
2025-03-29,SKU003,Personal Care,73.28,56,94,0
2025-03-30,SKU003,Personal Care,75.0,63,87,1
2025-03-31,SKU003,Personal Care,71.69,42,108,0
2025-04-01,SKU003,Personal Care,73.24,40,110,0
2025-04-02,SKU003,Personal Care,75.33,77,73,1
2025-04-03,SKU003,Personal Care,73.06,50,100,0
2025-04-04,SKU003,Personal Care,75.92,59,91,0
2025-04-05,SKU003,Personal Care,71.97,48,102,0
2025-04-06,SKU003,Personal Care,71.54,40,110,0
2025-04-07,SKU003,Personal Care,74.32,56,94,0
2025-04-08,SKU003,Personal Care,77.61,48,102,0
2025-04-09,SKU003,Personal Care,75.07,47,103,0
2025-04-10,SKU003,Personal Care,71.34,70,80,1
2025-04-11,SKU003,Personal Care,71.34,69,81,1
2025-04-12,SKU003,Personal Care,78.6,41,109,0
2025-04-13,SKU003,Personal Care,78.49,45,105,0
2025-04-14,SKU003,Personal Care,72.01,52,98,1
2025-04-15,SKU003,Personal Care,71.86,59,91,0
2025-04-16,SKU003,Personal Care,71.73,73,77,1
2025-04-17,SKU003,Personal Care,73.9,56,94,0
2025-04-18,SKU003,Personal Care,71.26,54,96,0
2025-04-19,SKU003,Personal Care,74.34,57,93,0
2025-04-20,SKU003,Personal Care,74.89,60,90,1
2025-04-21,SKU003,Personal Care,71.77,47,103,0
2025-04-22,SKU003,Personal Care,76.94,67,83,1
2025-04-23,SKU003,Personal Care,73.27,43,107,0
2025-04-24,SKU003,Personal Care,77.59,58,92,1
2025-04-25,SKU003,Personal Care,75.93,57,93,0
2025-04-26,SKU003,Personal Care,76.43,53,97,0
2025-04-27,SKU003,Personal Care,71.64,40,110,0
2025-04-28,SKU003,Personal Care,74.14,41,109,0
2025-04-29,SKU003,Personal Care,74.88,46,104,0
2025-04-30,SKU003,Personal Care,74.92,54,96,0
2025-05-01,SKU003,Personal Care,73.39,76,74,1
2025-05-02,SKU003,Personal Care,71.55,59,91,1
2025-05-03,SKU003,Personal Care,72.46,52,98,1
2025-05-04,SKU003,Personal Care,76.26,76,74,1
2025-05-05,SKU003,Personal Care,71.94,43,107,0
2025-05-06,SKU003,Personal Care,73.82,48,102,0
2025-05-07,SKU003,Personal Care,74.73,42,108,0
2025-05-08,SKU003,Personal Care,77.43,56,94,0
2025-05-09,SKU003,Personal Care,75.47,70,80,1
2025-05-10,SKU003,Personal Care,77.84,51,99,0
2025-05-11,SKU003,Personal Care,73.56,51,99,0
2025-05-12,SKU003,Personal Care,72.45,43,107,0
2025-05-13,SKU003,Personal Care,71.55,51,99,0
2025-05-14,SKU003,Personal Care,74.21,50,100,0
2025-05-15,SKU003,Personal Care,72.42,54,96,0
2025-05-16,SKU003,Personal Care,71.55,75,75,1
2025-05-17,SKU003,Personal Care,75.79,56,94,0
2025-05-18,SKU003,Personal Care,74.3,55,95,1
2025-05-19,SKU003,Personal Care,74.27,54,96,0
2025-05-20,SKU003,Personal Care,77.34,46,104,0
2025-05-21,SKU003,Personal Care,75.31,41,109,0
2025-05-22,SKU003,Personal Care,77.0,54,96,0
2025-05-23,SKU003,Personal Care,71.71,56,94,0
2025-05-24,SKU003,Personal Care,72.39,48,102,0
2025-05-25,SKU003,Personal Care,78.62,41,109,0
2025-05-26,SKU003,Personal Care,75.94,51,99,0
2025-05-27,SKU003,Personal Care,71.62,54,96,1
2025-05-28,SKU003,Personal Care,71.43,46,104,0
2025-05-29,SKU003,Personal Care,77.24,46,104,0
2025-05-30,SKU003,Personal Care,73.93,51,99,0
2025-05-31,SKU003,Personal Care,71.43,51,99,0
2025-06-01,SKU003,Personal Care,75.87,41,109,0
2025-06-02,SKU003,Personal Care,72.9,42,108,0
2025-06-03,SKU003,Personal Care,72.99,48,102,0
2025-06-04,SKU003,Personal Care,75.0,52,98,0
2025-06-05,SKU003,Personal Care,75.37,56,94,1
2025-06-06,SKU003,Personal Care,71.33,50,100,0
2025-06-07,SKU003,Personal Care,78.72,48,102,0
2025-06-08,SKU003,Personal Care,71.54,47,103,0
2025-06-09,SKU003,Personal Care,73.56,44,106,0
2025-06-10,SKU003,Personal Care,78.42,44,106,0
2025-06-11,SKU003,Personal Care,74.35,40,110,0
2025-06-12,SKU003,Personal Care,72.36,51,99,0
2025-06-13,SKU003,Personal Care,73.48,41,109,0
2025-06-14,SKU003,Personal Care,72.95,54,96,0
2025-06-15,SKU003,Personal Care,76.01,43,107,0
2025-06-16,SKU003,Personal Care,75.75,54,96,0
2025-06-17,SKU003,Personal Care,73.67,51,99,0
2025-06-18,SKU003,Personal Care,75.21,46,104,0
2025-06-19,SKU003,Personal Care,73.02,49,101,0
2025-06-20,SKU003,Personal Care,72.0,55,95,0
2025-06-21,SKU003,Personal Care,71.85,53,97,0
2025-06-22,SKU003,Personal Care,72.23,44,106,0
2025-06-23,SKU003,Personal Care,71.73,47,103,0
2025-06-24,SKU003,Personal Care,77.88,43,107,0
2025-06-25,SKU003,Personal Care,75.37,48,102,0
2025-06-26,SKU003,Personal Care,71.63,54,96,1
2025-06-27,SKU003,Personal Care,78.44,42,108,0
2025-06-28,SKU003,Personal Care,73.18,48,102,0
2025-06-29,SKU003,Personal Care,73.82,56,94,0
2025-06-30,SKU003,Personal Care,74.58,60,90,1
2025-07-01,SKU003,Personal Care,77.56,40,110,0
2025-07-02,SKU003,Personal Care,77.69,56,94,0
2025-07-03,SKU003,Personal Care,77.92,51,99,0
2025-07-04,SKU003,Personal Care,71.86,48,102,0
2025-07-05,SKU003,Personal Care,76.77,45,105,0
2025-07-06,SKU003,Personal Care,74.77,58,92,0
2025-07-07,SKU003,Personal Care,73.07,66,84,1
2025-07-08,SKU003,Personal Care,76.76,52,98,0
2025-07-09,SKU003,Personal Care,72.5,54,96,0
2025-07-10,SKU003,Personal Care,72.03,69,81,1
2025-07-11,SKU003,Personal Care,73.25,40,110,0
2025-07-12,SKU003,Personal Care,71.75,45,105,0
2025-07-13,SKU003,Personal Care,78.58,59,91,0
2025-07-14,SKU003,Personal Care,71.78,47,103,0
2025-07-15,SKU003,Personal Care,71.31,40,110,0
2025-07-16,SKU003,Personal Care,78.13,56,94,0
2025-07-17,SKU003,Personal Care,76.25,59,91,1
2025-07-18,SKU003,Personal Care,71.3,53,97,0
2025-07-19,SKU003,Personal Care,72.37,50,100,0
2025-07-20,SKU003,Personal Care,71.8,52,98,0
2025-07-21,SKU003,Personal Care,77.8,42,108,0
2025-07-22,SKU003,Personal Care,73.76,42,108,0
2025-07-23,SKU003,Personal Care,77.64,43,107,0
2025-07-24,SKU003,Personal Care,73.5,43,107,0
2025-07-25,SKU003,Personal Care,76.67,42,108,0
2025-07-26,SKU003,Personal Care,73.48,42,108,0
2025-07-27,SKU003,Personal Care,74.0,47,103,0
2025-07-28,SKU003,Personal Care,77.23,54,96,0
2025-07-29,SKU003,Personal Care,73.98,56,94,0
2025-07-30,SKU003,Personal Care,74.01,50,100,0
2025-07-31,SKU003,Personal Care,72.67,49,101,0
2025-08-01,SKU003,Personal Care,72.48,50,100,0
2025-08-02,SKU003,Personal Care,73.72,48,102,0
2025-08-03,SKU003,Personal Care,77.0,58,92,1
2025-08-04,SKU003,Personal Care,74.29,40,110,0
2025-08-05,SKU003,Personal Care,74.13,63,87,1
2025-08-06,SKU003,Personal Care,76.7,77,73,1
2025-08-07,SKU003,Personal Care,75.02,42,108,0
2025-08-08,SKU003,Personal Care,73.28,61,89,1
2025-08-09,SKU003,Personal Care,75.28,58,92,0
2025-08-10,SKU003,Personal Care,75.66,54,96,1
2025-08-11,SKU003,Personal Care,76.83,43,107,0
2025-08-12,SKU003,Personal Care,73.92,56,94,0
2025-08-13,SKU003,Personal Care,71.92,59,91,0
2025-08-14,SKU003,Personal Care,75.54,77,73,1
2025-08-15,SKU003,Personal Care,77.29,74,76,1
2025-08-16,SKU003,Personal Care,78.24,57,93,0
2025-08-17,SKU003,Personal Care,74.62,51,99,0
2025-08-18,SKU003,Personal Care,72.68,55,95,0
2025-08-19,SKU003,Personal Care,77.26,57,93,0
2025-08-20,SKU003,Personal Care,77.0,49,101,0
2025-08-21,SKU003,Personal Care,73.97,69,81,1
2025-08-22,SKU003,Personal Care,78.09,46,104,0
2025-08-23,SKU003,Personal Care,78.63,47,103,0
2025-08-24,SKU003,Personal Care,73.1,75,75,1
2025-08-25,SKU003,Personal Care,75.89,46,104,0
2025-08-26,SKU003,Personal Care,71.74,70,80,1
2025-08-27,SKU003,Personal Care,72.89,48,102,0
2025-08-28,SKU003,Personal Care,77.03,57,93,1
2025-08-29,SKU003,Personal Care,74.3,47,103,0
2025-08-30,SKU003,Personal Care,77.77,53,97,0
2025-08-31,SKU003,Personal Care,74.15,49,101,0
2025-09-01,SKU003,Personal Care,74.91,47,103,0
2025-09-02,SKU003,Personal Care,76.79,43,107,0
2025-09-03,SKU003,Personal Care,78.34,57,93,1
2025-09-04,SKU003,Personal Care,78.57,45,105,0
2025-09-05,SKU003,Personal Care,72.61,41,109,0
2025-09-06,SKU003,Personal Care,73.17,53,97,0
2025-09-07,SKU003,Personal Care,71.35,57,93,0
2025-09-08,SKU003,Personal Care,73.7,52,98,0
2025-09-09,SKU003,Personal Care,73.88,48,102,0
2025-09-10,SKU003,Personal Care,71.66,73,77,1
2025-09-11,SKU003,Personal Care,71.34,59,91,0
2025-09-12,SKU003,Personal Care,74.55,75,75,1
2025-09-13,SKU003,Personal Care,76.27,49,101,0
2025-09-14,SKU003,Personal Care,73.59,46,104,0
2025-09-15,SKU003,Personal Care,78.17,48,102,0
2025-09-16,SKU003,Personal Care,76.81,46,104,0
2025-09-17,SKU003,Personal Care,77.27,57,93,0
2025-09-18,SKU003,Personal Care,77.66,45,105,0
2025-09-19,SKU003,Personal Care,76.44,47,103,0
2025-09-20,SKU003,Personal Care,73.84,47,103,0
2025-09-21,SKU003,Personal Care,74.93,45,105,0
2025-09-22,SKU003,Personal Care,77.73,72,78,1
2025-09-23,SKU003,Personal Care,77.49,43,107,0
2025-09-24,SKU003,Personal Care,74.65,55,95,0
2025-09-25,SKU003,Personal Care,75.88,49,101,0
2025-09-26,SKU003,Personal Care,71.48,57,93,0
2025-09-27,SKU003,Personal Care,75.64,47,103,0
2025-09-28,SKU003,Personal Care,74.96,54,96,0
2025-09-29,SKU003,Personal Care,78.48,50,100,0
2025-09-30,SKU003,Personal Care,76.39,48,102,0
2025-10-01,SKU003,Personal Care,73.42,51,99,0
2025-10-02,SKU003,Personal Care,72.19,51,99,0
2025-10-03,SKU003,Personal Care,78.61,52,98,0
2025-10-04,SKU003,Personal Care,71.38,41,109,0
2025-10-05,SKU003,Personal Care,76.85,74,76,1
2025-10-06,SKU003,Personal Care,71.5,64,86,1
2025-10-07,SKU003,Personal Care,72.95,51,99,0
2025-10-08,SKU003,Personal Care,73.06,50,100,0
2025-10-09,SKU003,Personal Care,71.42,52,98,0
2025-10-10,SKU003,Personal Care,75.15,45,105,0
2025-10-11,SKU003,Personal Care,75.42,56,94,1
2025-10-12,SKU003,Personal Care,77.11,53,97,0
2025-10-13,SKU003,Personal Care,75.7,55,95,0
2025-10-14,SKU003,Personal Care,76.97,65,85,1
2025-10-15,SKU003,Personal Care,71.98,52,98,1
2025-10-16,SKU003,Personal Care,71.93,54,96,0
2025-10-17,SKU003,Personal Care,76.57,50,100,0
2025-10-18,SKU003,Personal Care,75.02,41,109,0
2025-10-19,SKU003,Personal Care,71.85,41,109,0
2025-10-20,SKU003,Personal Care,72.2,47,103,0
2025-10-21,SKU003,Personal Care,75.05,42,108,0
2025-10-22,SKU003,Personal Care,73.72,47,103,0
2025-10-23,SKU003,Personal Care,71.73,51,99,0
2025-10-24,SKU003,Personal Care,76.49,46,104,0
2025-10-25,SKU003,Personal Care,77.47,48,102,0
2025-10-26,SKU003,Personal Care,78.23,44,106,0
2025-10-27,SKU003,Personal Care,76.65,52,98,0
2025-10-28,SKU003,Personal Care,75.59,49,101,0
2025-10-29,SKU003,Personal Care,77.6,54,96,0
2025-10-30,SKU003,Personal Care,75.04,40,110,0
2025-10-31,SKU003,Personal Care,71.9,58,92,0
2025-11-01,SKU003,Personal Care,75.76,54,96,0
2025-11-02,SKU003,Personal Care,75.79,69,81,1
2025-11-03,SKU003,Personal Care,71.25,59,91,0
2025-11-04,SKU003,Personal Care,78.08,56,94,0
2025-11-05,SKU003,Personal Care,74.63,43,107,0
2025-11-06,SKU003,Personal Care,75.31,40,110,0
2025-11-07,SKU003,Personal Care,76.74,43,107,0
2025-11-08,SKU003,Personal Care,78.57,46,104,0
2025-11-09,SKU003,Personal Care,77.29,55,95,0
2025-11-10,SKU003,Personal Care,74.7,49,101,0
2025-11-11,SKU003,Personal Care,77.58,48,102,0
2025-11-12,SKU003,Personal Care,77.78,53,97,0
2025-11-13,SKU003,Personal Care,72.65,41,109,0
2025-11-14,SKU003,Personal Care,76.65,50,100,0
2025-11-15,SKU003,Personal Care,71.5,49,101,0
2025-11-16,SKU003,Personal Care,76.82,41,109,0
2025-11-17,SKU003,Personal Care,74.95,57,93,1
2025-11-18,SKU003,Personal Care,71.39,63,87,1
2025-11-19,SKU003,Personal Care,72.89,54,96,0
2025-11-20,SKU003,Personal Care,76.83,50,100,0
2025-11-21,SKU003,Personal Care,72.78,56,94,1
2025-11-22,SKU003,Personal Care,78.69,43,107,0
2025-11-23,SKU003,Personal Care,72.83,50,100,0
2025-11-24,SKU003,Personal Care,74.7,47,103,0
2025-11-25,SKU003,Personal Care,74.01,67,83,1
2025-11-26,SKU003,Personal Care,74.04,54,96,0
2025-11-27,SKU003,Personal Care,71.25,56,94,1
2025-11-28,SKU003,Personal Care,76.33,57,93,0
2025-11-29,SKU003,Personal Care,72.07,54,96,0
2025-11-30,SKU003,Personal Care,78.35,62,88,1
2025-12-01,SKU003,Personal Care,77.95,69,81,1
2025-12-02,SKU003,Personal Care,77.06,50,100,0
2025-12-03,SKU003,Personal Care,74.38,55,95,0
2025-12-04,SKU003,Personal Care,75.84,41,109,0
2025-12-05,SKU003,Personal Care,75.14,57,93,0
2025-12-06,SKU003,Personal Care,74.46,52,98,0
2025-12-07,SKU003,Personal Care,72.5,40,110,0
2025-12-08,SKU003,Personal Care,73.75,56,94,0
2025-12-09,SKU003,Personal Care,74.23,46,104,0
2025-12-10,SKU003,Personal Care,73.94,53,97,1
2025-12-11,SKU003,Personal Care,73.0,49,101,0
2025-12-12,SKU003,Personal Care,74.08,42,108,0
2025-12-13,SKU003,Personal Care,78.57,57,93,0
2025-12-14,SKU003,Personal Care,71.87,48,102,0
2025-12-15,SKU003,Personal Care,76.33,49,101,0
2025-12-16,SKU003,Personal Care,71.63,49,101,0
2025-12-17,SKU003,Personal Care,75.1,54,96,0
2025-12-18,SKU003,Personal Care,71.93,51,99,0
2025-12-19,SKU003,Personal Care,74.51,76,74,1
2025-12-20,SKU003,Personal Care,75.82,41,109,0
2025-12-21,SKU003,Personal Care,75.19,57,93,1
2025-12-22,SKU003,Personal Care,75.29,48,102,0
2025-12-23,SKU003,Personal Care,71.78,55,95,0
2025-12-24,SKU003,Personal Care,72.72,40,110,0
2025-12-25,SKU003,Personal Care,77.76,63,87,1
2025-12-26,SKU003,Personal Care,76.87,55,95,0
2025-12-27,SKU003,Personal Care,74.04,55,95,0
2025-12-28,SKU003,Personal Care,77.92,53,97,0
2025-12-29,SKU003,Personal Care,76.9,50,100,0
2025-12-30,SKU003,Personal Care,72.87,42,108,0
2025-12-31,SKU003,Personal Care,74.4,67,83,1
