Date,SKU,Category,Price,Sales,Stock,Promotion
2025-02-28,SKU008,Bakery,38.39,103,57,1
2025-03-01,SKU008,Bakery,40.05,85,75,0
2025-03-02,SKU008,Bakery,40.46,88,72,0
2025-03-03,SKU008,Bakery,41.45,118,42,1
2025-03-04,SKU008,Bakery,40.55,114,46,1
2025-03-05,SKU008,Bakery,41.99,98,62,1
2025-03-06,SKU008,Bakery,41.14,86,74,0
2025-03-07,SKU008,Bakery,39.09,104,56,1
2025-03-08,SKU008,Bakery,41.63,71,89,0
2025-03-09,SKU008,Bakery,39.86,95,65,0
2025-03-10,SKU008,Bakery,41.23,78,82,0
2025-03-11,SKU008,Bakery,38.82,104,56,1
2025-03-12,SKU008,Bakery,41.87,77,83,0
2025-03-13,SKU008,Bakery,40.85,90,70,0
2025-03-14,SKU008,Bakery,38.13,73,87,0
2025-03-15,SKU008,Bakery,38.07,123,37,1
2025-03-16,SKU008,Bakery,40.33,95,65,0
2025-03-17,SKU008,Bakery,39.95,84,76,0
2025-03-18,SKU008,Bakery,40.05,73,87,0
2025-03-19,SKU008,Bakery,40.42,85,75,0
2025-03-20,SKU008,Bakery,39.18,79,81,0
2025-03-21,SKU008,Bakery,39.72,68,92,0
2025-03-22,SKU008,Bakery,41.02,78,82,0
2025-03-23,SKU008,Bakery,40.23,97,63,1
2025-03-24,SKU008,Bakery,41.78,89,71,1
2025-03-25,SKU008,Bakery,39.79,104,56,1
2025-03-26,SKU008,Bakery,41.38,83,77,0
2025-03-27,SKU008,Bakery,39.29,103,57,1
2025-03-28,SKU008,Bakery,40.99,74,86,0
2025-03-29,SKU008,Bakery,38.02,69,91,0
2025-03-30,SKU008,Bakery,38.86,111,49,1
2025-03-31,SKU008,Bakery,38.04,78,82,0
2025-04-01,SKU008,Bakery,41.12,78,82,0
2025-04-02,SKU008,Bakery,39.04,75,85,0
2025-04-03,SKU008,Bakery,41.92,116,44,1
2025-04-04,SKU008,Bakery,40.67,69,91,0
2025-04-05,SKU008,Bakery,41.67,94,66,0
2025-04-06,SKU008,Bakery,41.57,100,60,1
2025-04-07,SKU008,Bakery,38.0,77,83,0
2025-04-08,SKU008,Bakery,38.31,81,79,0
2025-04-09,SKU008,Bakery,39.34,95,65,0
2025-04-10,SKU008,Bakery,40.21,99,61,1
2025-04-11,SKU008,Bakery,40.74,74,86,0
2025-04-12,SKU008,Bakery,39.07,73,87,0
2025-04-13,SKU008,Bakery,38.81,107,53,1
2025-04-14,SKU008,Bakery,40.86,66,94,0
2025-04-15,SKU008,Bakery,40.34,105,55,1
2025-04-16,SKU008,Bakery,38.64,69,91,0
2025-04-17,SKU008,Bakery,38.78,91,69,0
2025-04-18,SKU008,Bakery,38.98,65,95,0
2025-04-19,SKU008,Bakery,39.68,64,96,0
2025-04-20,SKU008,Bakery,39.56,105,55,1
2025-04-21,SKU008,Bakery,41.07,82,78,0
2025-04-22,SKU008,Bakery,41.63,80,80,0
2025-04-23,SKU008,Bakery,38.12,72,88,0
2025-04-24,SKU008,Bakery,38.09,75,85,0
2025-04-25,SKU008,Bakery,38.85,95,65,0
2025-04-26,SKU008,Bakery,40.44,86,74,0
2025-04-27,SKU008,Bakery,41.99,84,76,1
2025-04-28,SKU008,Bakery,39.31,73,87,0
2025-04-29,SKU008,Bakery,38.23,100,60,1
2025-04-30,SKU008,Bakery,40.27,82,78,0
2025-05-01,SKU008,Bakery,38.87,91,69,0
2025-05-02,SKU008,Bakery,41.31,69,91,0
2025-05-03,SKU008,Bakery,41.09,71,89,0
2025-05-04,SKU008,Bakery,40.82,83,77,0
2025-05-05,SKU008,Bakery,41.03,85,75,1
2025-05-06,SKU008,Bakery,39.38,113,47,1
2025-05-07,SKU008,Bakery,41.27,124,36,1
2025-05-08,SKU008,Bakery,41.29,99,61,1
2025-05-09,SKU008,Bakery,39.49,72,88,0
2025-05-10,SKU008,Bakery,40.71,77,83,0
2025-05-11,SKU008,Bakery,41.13,72,88,0
2025-05-12,SKU008,Bakery,41.9,88,72,1
2025-05-13,SKU008,Bakery,38.9,92,68,1
2025-05-14,SKU008,Bakery,40.79,70,90,0
2025-05-15,SKU008,Bakery,39.87,83,77,0
2025-05-16,SKU008,Bakery,40.38,83,77,0
2025-05-17,SKU008,Bakery,40.19,69,91,0
2025-05-18,SKU008,Bakery,40.65,84,76,0
2025-05-19,SKU008,Bakery,40.2,76,84,0
2025-05-20,SKU008,Bakery,40.0,113,47,1
2025-05-21,SKU008,Bakery,41.59,89,71,0
2025-05-22,SKU008,Bakery,39.36,80,80,0
2025-05-23,SKU008,Bakery,38.84,65,95,0
2025-05-24,SKU008,Bakery,38.5,119,41,1
2025-05-25,SKU008,Bakery,41.28,90,70,0
2025-05-26,SKU008,Bakery,38.2,76,84,0
2025-05-27,SKU008,Bakery,38.98,75,85,0
2025-05-28,SKU008,Bakery,39.9,93,67,0
2025-05-29,SKU008,Bakery,41.99,68,92,0
2025-05-30,SKU008,Bakery,40.27,89,71,0
2025-05-31,SKU008,Bakery,41.56,83,77,0
2025-06-01,SKU008,Bakery,38.62,92,68,0
2025-06-02,SKU008,Bakery,41.13,88,72,0
2025-06-03,SKU008,Bakery,39.94,67,93,0
2025-06-04,SKU008,Bakery,41.43,68,92,0
2025-06-05,SKU008,Bakery,40.9,87,73,1
2025-06-06,SKU008,Bakery,40.65,83,77,0
2025-06-07,SKU008,Bakery,40.9,93,67,0
2025-06-08,SKU008,Bakery,41.02,93,67,1
2025-06-09,SKU008,Bakery,38.24,95,65,1
2025-06-10,SKU008,Bakery,39.51,76,84,0
2025-06-11,SKU008,Bakery,41.1,74,86,0
2025-06-12,SKU008,Bakery,41.2,69,91,0
2025-06-13,SKU008,Bakery,40.14,70,90,0
2025-06-14,SKU008,Bakery,41.39,75,85,0
2025-06-15,SKU008,Bakery,40.1,112,48,1
2025-06-16,SKU008,Bakery,41.42,74,86,0
2025-06-17,SKU008,Bakery,40.26,83,77,0
2025-06-18,SKU008,Bakery,40.01,96,64,1
2025-06-19,SKU008,Bakery,41.34,67,93,0
2025-06-20,SKU008,Bakery,38.22,103,57,1
2025-06-21,SKU008,Bakery,41.64,88,72,0
2025-06-22,SKU008,Bakery,38.53,122,38,1
2025-06-23,SKU008,Bakery,39.3,88,72,0
2025-06-24,SKU008,Bakery,40.01,93,67,0
2025-06-25,SKU008,Bakery,39.19,88,72,0
2025-06-26,SKU008,Bakery,41.05,92,68,0
2025-06-27,SKU008,Bakery,38.35,73,87,0
2025-06-28,SKU008,Bakery,40.18,86,74,0
2025-06-29,SKU008,Bakery,41.47,82,78,0
2025-06-30,SKU008,Bakery,41.9,77,83,0
2025-07-01,SKU008,Bakery,38.85,77,83,0
2025-07-02,SKU008,Bakery,39.79,87,73,0
2025-07-03,SKU008,Bakery,41.47,112,48,1
2025-07-04,SKU008,Bakery,41.47,90,70,0
2025-07-05,SKU008,Bakery,41.29,84,76,0
2025-07-06,SKU008,Bakery,38.5,84,76,0
2025-07-07,SKU008,Bakery,38.75,70,90,0
2025-07-08,SKU008,Bakery,41.25,82,78,0
2025-07-09,SKU008,Bakery,40.73,82,78,0
2025-07-10,SKU008,Bakery,41.18,68,92,0
2025-07-11,SKU008,Bakery,38.43,88,72,0
2025-07-12,SKU008,Bakery,40.38,67,93,0
2025-07-13,SKU008,Bakery,41.28,94,66,1
2025-07-14,SKU008,Bakery,38.37,64,96,0
2025-07-15,SKU008,Bakery,40.51,90,70,0
2025-07-16,SKU008,Bakery,38.52,76,84,0
2025-07-17,SKU008,Bakery,38.99,95,65,0
2025-07-18,SKU008,Bakery,39.63,115,45,1
2025-07-19,SKU008,Bakery,39.84,79,81,0
2025-07-20,SKU008,Bakery,41.42,87,73,1
2025-07-21,SKU008,Bakery,40.14,99,61,1
2025-07-22,SKU008,Bakery,39.51,93,67,1
2025-07-23,SKU008,Bakery,41.69,81,79,0
2025-07-24,SKU008,Bakery,38.43,92,68,0
2025-07-25,SKU008,Bakery,38.22,90,70,0
2025-07-26,SKU008,Bakery,41.68,84,76,0
2025-07-27,SKU008,Bakery,40.22,90,70,1
2025-07-28,SKU008,Bakery,38.63,123,37,1
2025-07-29,SKU008,Bakery,41.81,74,86,0
2025-07-30,SKU008,Bakery,40.18,75,85,0
2025-07-31,SKU008,Bakery,38.15,82,78,0
2025-08-01,SKU008,Bakery,38.11,71,89,0
2025-08-02,SKU008,Bakery,41.43,76,84,0
2025-08-03,SKU008,Bakery,40.89,65,95,0
2025-08-04,SKU008,Bakery,40.59,123,37,1
2025-08-05,SKU008,Bakery,39.9,64,96,0
2025-08-06,SKU008,Bakery,41.7,83,77,1
2025-08-07,SKU008,Bakery,38.74,82,78,0
2025-08-08,SKU008,Bakery,39.54,91,69,0
2025-08-09,SKU008,Bakery,39.94,81,79,0
2025-08-10,SKU008,Bakery,39.28,90,70,1
2025-08-11,SKU008,Bakery,41.46,73,87,0
2025-08-12,SKU008,Bakery,40.84,90,70,0
2025-08-13,SKU008,Bakery,40.28,91,69,0
2025-08-14,SKU008,Bakery,40.54,90,70,1
2025-08-15,SKU008,Bakery,38.88,78,82,0
2025-08-16,SKU008,Bakery,40.05,93,67,0
2025-08-17,SKU008,Bakery,41.83,86,74,1
2025-08-18,SKU008,Bakery,41.72,99,61,1
2025-08-19,SKU008,Bakery,38.84,82,78,0
2025-08-20,SKU008,Bakery,39.79,64,96,0
2025-08-21,SKU008,Bakery,41.74,90,70,0
2025-08-22,SKU008,Bakery,39.12,91,69,1
2025-08-23,SKU008,Bakery,40.58,68,92,0
2025-08-24,SKU008,Bakery,40.49,66,94,0
2025-08-25,SKU008,Bakery,41.84,83,77,0
2025-08-26,SKU008,Bakery,40.69,69,91,0
2025-08-27,SKU008,Bakery,40.52,86,74,0
2025-08-28,SKU008,Bakery,40.02,69,91,0
2025-08-29,SKU008,Bakery,38.53,73,87,0
2025-08-30,SKU008,Bakery,39.06,120,40,1
2025-08-31,SKU008,Bakery,38.56,83,77,0
2025-09-01,SKU008,Bakery,39.21,75,85,0
2025-09-02,SKU008,Bakery,40.78,79,81,0
2025-09-03,SKU008,Bakery,38.4,83,77,0
2025-09-04,SKU008,Bakery,40.29,76,84,0
2025-09-05,SKU008,Bakery,38.77,70,90,0
2025-09-06,SKU008,Bakery,41.66,75,85,0
2025-09-07,SKU008,Bakery,39.35,82,78,0
2025-09-08,SKU008,Bakery,40.24,87,73,0
2025-09-09,SKU008,Bakery,40.65,78,82,0
2025-09-10,SKU008,Bakery,38.01,67,93,0
2025-09-11,SKU008,Bakery,41.61,76,84,0
2025-09-12,SKU008,Bakery,39.75,72,88,0
2025-09-13,SKU008,Bakery,41.53,80,80,0
2025-09-14,SKU008,Bakery,40.58,75,85,0
2025-09-15,SKU008,Bakery,38.0,89,71,0
2025-09-16,SKU008,Bakery,39.57,86,74,0
2025-09-17,SKU008,Bakery,39.72,84,76,0
2025-09-18,SKU008,Bakery,39.65,87,73,0
2025-09-19,SKU008,Bakery,41.16,73,87,0
2025-09-20,SKU008,Bakery,40.2,92,68,0
2025-09-21,SKU008,Bakery,40.15,65,95,0
2025-09-22,SKU008,Bakery,41.61,69,91,0
2025-09-23,SKU008,Bakery,38.65,92,68,0
2025-09-24,SKU008,Bakery,38.38,93,67,0
2025-09-25,SKU008,Bakery,38.98,67,93,0
2025-09-26,SKU008,Bakery,41.79,69,91,0
2025-09-27,SKU008,Bakery,40.34,95,65,0
2025-09-28,SKU008,Bakery,38.47,84,76,0
2025-09-29,SKU008,Bakery,38.41,122,38,1
2025-09-30,SKU008,Bakery,38.28,95,65,0
2025-10-01,SKU008,Bakery,38.06,81,79,0
2025-10-02,SKU008,Bakery,38.1,77,83,0
2025-10-03,SKU008,Bakery,38.28,82,78,0
2025-10-04,SKU008,Bakery,40.83,70,90,0
2025-10-05,SKU008,Bakery,41.21,77,83,0
2025-10-06,SKU008,Bakery,38.93,78,82,0
2025-10-07,SKU008,Bakery,41.84,86,74,0
2025-10-08,SKU008,Bakery,38.91,64,96,0
2025-10-09,SKU008,Bakery,40.78,78,82,0
2025-10-10,SKU008,Bakery,41.71,93,67,0
2025-10-11,SKU008,Bakery,40.85,86,74,0
2025-10-12,SKU008,Bakery,41.22,85,75,0
2025-10-13,SKU008,Bakery,39.15,72,88,0
2025-10-14,SKU008,Bakery,41.44,68,92,0
2025-10-15,SKU008,Bakery,38.14,77,83,0
2025-10-16,SKU008,Bakery,38.14,79,81,0
2025-10-17,SKU008,Bakery,39.06,64,96,0
2025-10-18,SKU008,Bakery,38.88,76,84,0
2025-10-19,SKU008,Bakery,39.01,69,91,0
2025-10-20,SKU008,Bakery,39.24,110,50,1
2025-10-21,SKU008,Bakery,41.38,75,85,0
2025-10-22,SKU008,Bakery,38.97,119,41,1
2025-10-23,SKU008,Bakery,40.69,64,96,0
2025-10-24,SKU008,Bakery,41.12,114,46,1
2025-10-25,SKU008,Bakery,38.69,85,75,0
2025-10-26,SKU008,Bakery,39.8,64,96,0
2025-10-27,SKU008,Bakery,39.36,79,81,0
2025-10-28,SKU008,Bakery,39.94,95,65,1
2025-10-29,SKU008,Bakery,38.16,74,86,0
2025-10-30,SKU008,Bakery,39.32,88,72,0
2025-10-31,SKU008,Bakery,40.16,78,82,0
2025-11-01,SKU008,Bakery,41.85,80,80,0
2025-11-02,SKU008,Bakery,38.13,86,74,1
2025-11-03,SKU008,Bakery,40.4,79,81,0
2025-11-04,SKU008,Bakery,41.71,78,82,0
2025-11-05,SKU008,Bakery,40.75,84,76,0
2025-11-06,SKU008,Bakery,40.15,82,78,0
2025-11-07,SKU008,Bakery,40.46,101,59,1
2025-11-08,SKU008,Bakery,41.51,70,90,0
2025-11-09,SKU008,Bakery,40.31,76,84,0
2025-11-10,SKU008,Bakery,41.02,67,93,0
2025-11-11,SKU008,Bakery,38.95,76,84,0
2025-11-12,SKU008,Bakery,41.54,70,90,0
2025-11-13,SKU008,Bakery,40.23,93,67,0
2025-11-14,SKU008,Bakery,39.45,118,42,1
2025-11-15,SKU008,Bakery,40.76,81,79,0
2025-11-16,SKU008,Bakery,40.96,76,84,0
2025-11-17,SKU008,Bakery,39.56,87,73,0
2025-11-18,SKU008,Bakery,39.0,71,89,0
2025-11-19,SKU008,Bakery,39.25,90,70,0
2025-11-20,SKU008,Bakery,39.03,92,68,1
2025-11-21,SKU008,Bakery,41.41,85,75,0
2025-11-22,SKU008,Bakery,38.7,77,83,0
2025-11-23,SKU008,Bakery,38.52,85,75,0
2025-11-24,SKU008,Bakery,38.65,124,36,1
2025-11-25,SKU008,Bakery,41.73,89,71,0
2025-11-26,SKU008,Bakery,41.25,87,73,0
2025-11-27,SKU008,Bakery,40.42,108,52,1
2025-11-28,SKU008,Bakery,39.55,72,88,0
2025-11-29,SKU008,Bakery,39.25,93,67,0
2025-11-30,SKU008,Bakery,41.71,74,86,0
2025-12-01,SKU008,Bakery,38.9,81,79,0
2025-12-02,SKU008,Bakery,40.54,95,65,1
2025-12-03,SKU008,Bakery,41.93,74,86,0
2025-12-04,SKU008,Bakery,40.5,78,82,0
2025-12-05,SKU008,Bakery,39.9,76,84,0
2025-12-06,SKU008,Bakery,38.07,92,68,0
2025-12-07,SKU008,Bakery,41.86,72,88,0
2025-12-08,SKU008,Bakery,38.16,76,84,0
2025-12-09,SKU008,Bakery,41.7,90,70,0
2025-12-10,SKU008,Bakery,41.81,65,95,0
2025-12-11,SKU008,Bakery,38.57,86,74,0
2025-12-12,SKU008,Bakery,40.01,102,58,1
2025-12-13,SKU008,Bakery,38.64,70,90,0
2025-12-14,SKU008,Bakery,40.57,79,81,0
2025-12-15,SKU008,Bakery,41.9,93,67,0
2025-12-16,SKU008,Bakery,38.94,68,92,0
2025-12-17,SKU008,Bakery,41.49,77,83,0
2025-12-18,SKU008,Bakery,40.3,82,78,0
2025-12-19,SKU008,Bakery,39.89,106,54,1
2025-12-20,SKU008,Bakery,38.56,75,85,0
2025-12-21,SKU008,Bakery,39.9,122,38,1
2025-12-22,SKU008,Bakery,38.82,69,91,0
2025-12-23,SKU008,Bakery,38.66,95,65,0
2025-12-24,SKU008,Bakery,41.03,108,52,1
2025-12-25,SKU008,Bakery,40.82,71,89,0
2025-12-26,SKU008,Bakery,41.28,68,92,0
2025-12-27,SKU008,Bakery,41.82,68,92,0
2025-12-28,SKU008,Bakery,40.5,89,71,0
2025-12-29,SKU008,Bakery,39.55,83,77,0
2025-12-30,SKU008,Bakery,38.81,92,68,0
2025-12-31,SKU008,Bakery,39.24,74,86,0
